"","...1","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd","spName","cultivarName"
"2615",2615,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2000-03-29,89,2000,88.83,"M. campbellii subsp. mollicomata","'Lanarth'"
"2616",2616,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2001-03-28,87,2001,83.07,"M. campbellii subsp. mollicomata","'Lanarth'"
"2617",2617,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2002-04-07,97,2002,105.7,"M. campbellii subsp. mollicomata","'Lanarth'"
"2618",2618,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2003-03-19,78,2003,120.94,"M. campbellii subsp. mollicomata","'Lanarth'"
"2619",2619,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2004-03-14,74,2004,103.06,"M. campbellii subsp. mollicomata","'Lanarth'"
"2620",2620,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2005-03-09,68,2005,125.92,"M. campbellii subsp. mollicomata","'Lanarth'"
"2621",2621,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2006-03-19,78,2006,83.1,"M. campbellii subsp. mollicomata","'Lanarth'"
"2622",2622,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2007-04-01,91,2007,141.4,"M. campbellii subsp. mollicomata","'Lanarth'"
"2623",2623,7,"A6","M. campbellii subsp. mollicomata 'Lanarth'","024461-0562-1984","First flower fully open",2008-03-26,86,2008,81.33,"M. campbellii subsp. mollicomata","'Lanarth'"
"2624",2624,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",1991-04-14,104,1991,125.57,"M. cylindrica","botanical species"
"2625",2625,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",1992-03-25,85,1992,188.74,"M. cylindrica","botanical species"
"2626",2626,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",1993-04-10,100,1993,140.14,"M. cylindrica","botanical species"
"2627",2627,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2004-04-03,94,2004,173.6,"M. cylindrica","botanical species"
"2628",2628,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",1995-04-02,92,1995,158.37,"M. cylindrica","botanical species"
"2629",2629,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",1997-04-13,103,1997,137.69,"M. cylindrica","botanical species"
"2630",2630,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",1998-03-25,84,1998,190.34,"M. cylindrica","botanical species"
"2631",2631,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",1999-04-14,104,1999,128.05,"M. cylindrica","botanical species"
"2632",2632,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2000-04-16,107,2000,165.86,"M. cylindrica","botanical species"
"2633",2633,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2001-04-11,101,2001,105.22,"M. cylindrica","botanical species"
"2634",2634,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2002-04-21,111,2002,164.29,"M. cylindrica","botanical species"
"2635",2635,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2003-04-02,92,2003,162.47,"M. cylindrica","botanical species"
"2636",2636,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2004-03-28,88,2004,151.45,"M. cylindrica","botanical species"
"2637",2637,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2005-03-20,79,2005,160.02,"M. cylindrica","botanical species"
"2638",2638,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2006-04-09,99,2006,158.01,"M. cylindrica","botanical species"
"2639",2639,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2007-04-01,91,2007,141.4,"M. cylindrica","botanical species"
"2640",2640,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2008-04-16,107,2008,123.15,"M. cylindrica","botanical species"
"2641",2641,73,"A2","M. cylindrica","021434-0021-1982","First flower fully open",2009-04-19,109,2009,102.76,"M. cylindrica","botanical species"
"2642",2642,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2001-04-25,115,2001,168.57,"M. cylindrica","botanical species"
"2643",2643,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2002-05-05,125,2002,222.18,"M. cylindrica","botanical species"
"2644",2644,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2003-04-16,106,2003,211.59,"M. cylindrica","botanical species"
"2645",2645,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2004-04-07,98,2004,194.59,"M. cylindrica","botanical species"
"2646",2646,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2005-04-10,100,2005,215.83,"M. cylindrica","botanical species"
"2647",2647,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2006-04-23,113,2006,210.25,"M. cylindrica","botanical species"
"2648",2648,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2007-04-18,108,2007,199.08,"M. cylindrica","botanical species"
"2649",2649,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2008-04-27,118,2008,151.14,"M. cylindrica","botanical species"
"2650",2650,76,NA,"M. cylindrica","029878-0469-1992","First flower fully open",2009-05-03,123,2009,184.79,"M. cylindrica","botanical species"
"2651",2651,12,"B1","M. dawsoniana",NA,"First flower fully open",1991-03-20,79,1991,70.63,"M. dawsoniana","botanical species"
"2652",2652,12,"B1","M. dawsoniana",NA,"First flower fully open",1992-03-08,68,1992,137.66,"M. dawsoniana","botanical species"
"2653",2653,12,"B1","M. dawsoniana",NA,"First flower fully open",1993-03-21,80,1993,82.11,"M. dawsoniana","botanical species"
"2654",2654,12,"B1","M. dawsoniana",NA,"First flower fully open",2004-03-20,80,2004,116.91,"M. dawsoniana","botanical species"
"2655",2655,12,"B1","M. dawsoniana",NA,"First flower fully open",1995-03-15,74,1995,104.66,"M. dawsoniana","botanical species"
"2656",2656,12,"B1","M. dawsoniana",NA,"First flower fully open",1996-03-20,80,1996,112.44,"M. dawsoniana","botanical species"
"2657",2657,12,"B1","M. dawsoniana",NA,"First flower fully open",1997-03-23,82,1997,82.16,"M. dawsoniana","botanical species"
"2658",2658,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",1992-03-15,75,1992,154.76,"M. dawsoniana","'Barbara Cook'"
"2659",2659,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",1993-04-04,94,1993,118.25,"M. dawsoniana","'Barbara Cook'"
"2660",2660,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2004-04-03,94,2004,173.6,"M. dawsoniana","'Barbara Cook'"
"2661",2661,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",1995-03-19,78,1995,121.65,"M. dawsoniana","'Barbara Cook'"
"2662",2662,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",1996-03-24,84,1996,120.64,"M. dawsoniana","'Barbara Cook'"
"2663",2663,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",1997-04-02,92,1997,104,"M. dawsoniana","'Barbara Cook'"
"2664",2664,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",1998-03-22,81,1998,176.69,"M. dawsoniana","'Barbara Cook'"
"2665",2665,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",1999-03-28,87,1999,96.29,"M. dawsoniana","'Barbara Cook'"
"2666",2666,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2000-03-29,89,2000,88.83,"M. dawsoniana","'Barbara Cook'"
"2667",2667,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2001-03-28,87,2001,83.07,"M. dawsoniana","'Barbara Cook'"
"2668",2668,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2002-04-10,100,2002,117.95,"M. dawsoniana","'Barbara Cook'"
"2669",2669,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2003-03-16,75,2003,116.15,"M. dawsoniana","'Barbara Cook'"
"2670",2670,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2004-03-14,74,2004,103.06,"M. dawsoniana","'Barbara Cook'"
"2671",2671,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2005-03-05,64,2005,104.12,"M. dawsoniana","'Barbara Cook'"
"2672",2672,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2006-03-19,78,2006,83.1,"M. dawsoniana","'Barbara Cook'"
"2673",2673,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2007-03-25,84,2007,124.27,"M. dawsoniana","'Barbara Cook'"
"2674",2674,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2008-03-23,83,2008,78.93,"M. dawsoniana","'Barbara Cook'"
"2675",2675,54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","First flower fully open",2009-04-11,101,2009,70.41,"M. dawsoniana","'Barbara Cook'"
"2676",2676,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1991-04-14,104,1991,125.57,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2677",2677,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1992-03-22,82,1992,179.05,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2678",2678,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1993-04-07,97,1993,126.85,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2679",2679,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2004-03-27,87,2004,147.45,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2680",2680,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1995-03-29,88,1995,138.84,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2681",2681,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1996-03-24,84,1996,120.64,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2682",2682,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1997-04-06,96,1997,109.64,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2683",2683,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1998-03-22,81,1998,176.69,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2684",2684,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",1999-04-07,97,1999,105.47,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2685",2685,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2000-04-09,100,2000,128.11,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2686",2686,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2001-03-28,87,2001,83.07,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2687",2687,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2002-04-10,100,2002,117.95,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2688",2688,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2003-03-30,89,2003,155.47,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2689",2689,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2004-03-24,84,2004,137.2,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2690",2690,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2005-03-09,68,2005,125.92,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2691",2691,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2006-03-26,85,2006,103.14,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2692",2692,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2007-04-01,91,2007,141.4,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2693",2693,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2008-04-13,104,2008,113.36,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2694",2694,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First flower fully open",2009-04-11,101,2009,70.41,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"2695",2695,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",1991-04-17,107,1991,140.96,"M. dawsoniana","'Clark'"
"2696",2696,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",1992-03-15,75,1992,154.76,"M. dawsoniana","'Clark'"
"2697",2697,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",1993-04-04,94,1993,118.25,"M. dawsoniana","'Clark'"
"2698",2698,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2004-03-30,90,2004,164.1,"M. dawsoniana","'Clark'"
"2699",2699,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",1996-03-24,84,1996,120.64,"M. dawsoniana","'Clark'"
"2700",2700,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",1997-04-13,103,1997,137.69,"M. dawsoniana","'Clark'"
"2701",2701,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",1998-03-22,81,1998,176.69,"M. dawsoniana","'Clark'"
"2702",2702,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",1999-04-11,101,1999,117.26,"M. dawsoniana","'Clark'"
"2703",2703,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2000-04-12,103,2000,145.46,"M. dawsoniana","'Clark'"
"2704",2704,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2001-04-04,94,2001,94.07,"M. dawsoniana","'Clark'"
"2705",2705,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2002-04-14,104,2002,140.8,"M. dawsoniana","'Clark'"
"2706",2706,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2003-03-30,89,2003,155.47,"M. dawsoniana","'Clark'"
"2707",2707,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2004-03-24,84,2004,137.2,"M. dawsoniana","'Clark'"
"2708",2708,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2005-03-13,72,2005,142.62,"M. dawsoniana","'Clark'"
"2709",2709,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2006-03-29,88,2006,111.73,"M. dawsoniana","'Clark'"
"2710",2710,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2008-04-13,104,2008,113.36,"M. dawsoniana","'Clark'"
"2711",2711,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First flower fully open",2009-04-19,109,2009,102.76,"M. dawsoniana","'Clark'"
"2712",2712,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1991-04-14,104,1991,125.57,"M. denudata","botanical species"
"2713",2713,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1992-03-15,75,1992,154.76,"M. denudata","botanical species"
"2714",2714,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1993-04-10,100,1993,140.14,"M. denudata","botanical species"
"2715",2715,52,"E8","M. denudata","018821-0317-1980","First flower fully open",2004-04-03,94,2004,173.6,"M. denudata","botanical species"
"2716",2716,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1995-04-02,92,1995,158.37,"M. denudata","botanical species"
"2717",2717,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1996-03-20,80,1996,112.44,"M. denudata","botanical species"
"2718",2718,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1997-04-16,106,1997,154.53,"M. denudata","botanical species"
"2719",2719,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1998-03-25,84,1998,190.34,"M. denudata","botanical species"
"2720",2720,52,"E8","M. denudata","018821-0317-1980","First flower fully open",1999-04-14,104,1999,128.05,"M. denudata","botanical species"
"2721",2721,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2001-04-22,112,2001,147.87,"M. denudata","'Japanese Clone'"
"2722",2722,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2002-05-01,121,2002,204.63,"M. denudata","'Japanese Clone'"
"2723",2723,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2003-04-09,99,2003,179.4,"M. denudata","'Japanese Clone'"
"2724",2724,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2004-04-07,98,2004,194.59,"M. denudata","'Japanese Clone'"
"2725",2725,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2006-04-12,102,2006,172.4,"M. denudata","'Japanese Clone'"
"2726",2726,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2007-04-11,101,2007,176.54,"M. denudata","'Japanese Clone'"
"2727",2727,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2008-05-01,122,2008,167.84,"M. denudata","'Japanese Clone'"
"2728",2728,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First flower fully open",2009-04-29,119,2009,157.19,"M. denudata","'Japanese Clone'"
"2729",2729,79,NA,"M. maudiae var. platypetala","033449-0539-1996","First flower fully open",2002-04-24,114,2002,171.14,"M. maudiae var. platypetala","botanical species"
"2730",2730,79,NA,"M. maudiae var. platypetala","033449-0539-1996","First flower fully open",2008-05-18,139,2008,284.6,"M. maudiae var. platypetala","botanical species"
"2731",2731,79,NA,"M. maudiae var. platypetala","033449-0539-1996","First flower fully open",2009-05-10,130,2009,226.28,"M. maudiae var. platypetala","botanical species"
"2732",2732,74,"A2","M. officinalis biloba","015711-0328-1978","First flower fully open",2004-05-01,122,2004,360.94,"M. officinalis biloba","botanical species"
"2733",2733,74,"A2","M. officinalis biloba","015711-0328-1978","First flower fully open",1995-04-26,116,1995,252.9,"M. officinalis biloba","botanical species"
"2734",2734,74,"A2","M. officinalis biloba","015711-0328-1978","First flower fully open",1996-05-12,133,1996,351.04,"M. officinalis biloba","botanical species"
"2735",2735,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1991-03-27,86,1991,77.73,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2736",2736,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1992-03-04,64,1992,122.91,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2737",2737,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1993-03-28,87,1993,95.95,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2738",2738,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2004-03-16,76,2004,108.76,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2739",2739,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1995-03-15,74,1995,104.66,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2740",2740,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1996-03-13,73,1996,93.07,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2741",2741,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1997-03-23,82,1997,82.16,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2742",2742,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1998-03-08,67,1998,112.52,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2743",2743,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",1999-03-21,80,1999,76.6,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2744",2744,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2000-03-19,79,2000,61.44,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2745",2745,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2001-03-11,70,2001,47.89,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2746",2746,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2002-03-31,90,2002,85.67,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2747",2747,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2003-03-05,64,2003,80.93,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2748",2748,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2004-03-10,70,2004,90.82,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2749",2749,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2005-02-27,58,2005,82.42,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2750",2750,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2007-03-18,77,2007,107.84,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2751",2751,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2008-03-16,76,2008,71.58,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2752",2752,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First flower fully open",2009-04-08,98,2009,57.56,"M. sargentiana","'Blood Moon' on M. sprengeri"
"2753",2753,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",1995-03-29,88,1995,138.84,"M. sargentiana","'Chyverton Dark'"
"2754",2754,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",1997-04-19,109,1997,164.37,"M. sargentiana","'Chyverton Dark'"
"2755",2755,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",1999-04-04,94,1999,99.87,"M. sargentiana","'Chyverton Dark'"
"2756",2756,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2000-04-05,96,2000,114.87,"M. sargentiana","'Chyverton Dark'"
"2757",2757,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2001-04-11,101,2001,105.22,"M. sargentiana","'Chyverton Dark'"
"2758",2758,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2002-04-14,104,2002,140.8,"M. sargentiana","'Chyverton Dark'"
"2759",2759,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2003-03-23,82,2003,135.13,"M. sargentiana","'Chyverton Dark'"
"2760",2760,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2004-03-21,81,2004,120.31,"M. sargentiana","'Chyverton Dark'"
"2761",2761,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2005-03-16,75,2005,150.27,"M. sargentiana","'Chyverton Dark'"
"2762",2762,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2006-03-29,88,2006,111.73,"M. sargentiana","'Chyverton Dark'"
"2763",2763,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2007-04-01,91,2007,141.4,"M. sargentiana","'Chyverton Dark'"
"2764",2764,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2008-04-09,100,2008,93.82,"M. sargentiana","'Chyverton Dark'"
"2765",2765,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First flower fully open",2009-04-22,112,2009,123.81,"M. sargentiana","'Chyverton Dark'"
"2766",2766,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1991-03-20,79,1991,70.63,"M. sargentiana (ex. var. robusta)","botanical species"
"2767",2767,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1992-03-08,68,1992,137.66,"M. sargentiana (ex. var. robusta)","botanical species"
"2768",2768,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1993-03-24,83,1993,91.45,"M. sargentiana (ex. var. robusta)","botanical species"
"2769",2769,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",2004-03-20,80,2004,116.91,"M. sargentiana (ex. var. robusta)","botanical species"
"2770",2770,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1995-03-15,74,1995,104.66,"M. sargentiana (ex. var. robusta)","botanical species"
"2771",2771,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First flower fully open",1996-03-20,80,1996,112.44,"M. sargentiana (ex. var. robusta)","botanical species"
"2772",2772,36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","First flower fully open",2008-03-23,83,2008,78.93,"M. sargentiana (ex. var. robusta)","botanical species"
"2773",2773,36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","First flower fully open",2009-04-08,98,2009,57.56,"M. sargentiana (ex. var. robusta)","botanical species"
"2774",2774,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1991-03-31,90,1991,89.53,"M. sargentiana (ex. var. robusta)","botanical species"
"2775",2775,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1992-03-04,64,1992,122.91,"M. sargentiana (ex. var. robusta)","botanical species"
"2776",2776,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1993-03-28,87,1993,95.95,"M. sargentiana (ex. var. robusta)","botanical species"
"2777",2777,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",2004-03-16,76,2004,108.76,"M. sargentiana (ex. var. robusta)","botanical species"
"2778",2778,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1995-03-19,78,1995,121.65,"M. sargentiana (ex. var. robusta)","botanical species"
"2779",2779,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1996-03-20,80,1996,112.44,"M. sargentiana (ex. var. robusta)","botanical species"
"2780",2780,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First flower fully open",1997-03-26,85,1997,91.11,"M. sargentiana (ex. var. robusta)","botanical species"
