"","...1","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd","spName","cultivarName"
"3722",3722,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2005-03-09,68,2005,125.92,"M. sprengeri","'Eric Savill'"
"3723",3723,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2006-03-12,71,2006,76.95,"M. sprengeri","'Eric Savill'"
"3724",3724,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2007-03-25,84,2007,124.27,"M. sprengeri","'Eric Savill'"
"3725",3725,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2008-03-23,83,2008,78.93,"M. sprengeri","'Eric Savill'"
"3726",3726,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2009-04-11,101,2009,70.41,"M. sprengeri","'Eric Savill'"
"3727",3727,53,"F6","M  sprengeri 'Wakehurst' A.M.","021439-0021-1982","First tepal drop",2003-04-20,110,2003,232.18,"M. sprengeri","'Wakehurst' A.M."
"3728",3728,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2004-04-04,95,2004,178.9,"M. sprengeri","'Wakehurst'"
"3729",3729,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2005-04-03,93,2005,193.93,"M. sprengeri","'Wakehurst'"
"3730",3730,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2006-04-16,106,2006,181.75,"M. sprengeri","'Wakehurst'"
"3731",3731,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2007-04-11,101,2007,176.54,"M. sprengeri","'Wakehurst'"
"3732",3732,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2008-04-27,118,2008,151.14,"M. sprengeri","'Wakehurst'"
"3733",3733,53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","First tepal drop",2009-04-22,112,2009,123.81,"M. sprengeri","'Wakehurst'"
"3734",3734,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1991-04-14,104,1991,125.57,"M. stellata","botanical species"
"3735",3735,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1992-03-22,82,1992,179.05,"M. stellata","botanical species"
"3736",3736,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1993-04-10,100,1993,140.14,"M. stellata","botanical species"
"3737",3737,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2004-04-03,94,2004,173.6,"M. stellata","botanical species"
"3738",3738,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1995-04-02,92,1995,158.37,"M. stellata","botanical species"
"3739",3739,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1996-03-24,84,1996,120.64,"M. stellata","botanical species"
"3740",3740,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1997-04-06,96,1997,109.64,"M. stellata","botanical species"
"3741",3741,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1998-03-22,81,1998,176.69,"M. stellata","botanical species"
"3742",3742,20,"C9","M. stellata","004191-0153-1972","First tepal drop",1999-04-14,104,1999,128.05,"M. stellata","botanical species"
"3743",3743,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2000-04-09,100,2000,128.11,"M. stellata","botanical species"
"3744",3744,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2001-04-18,108,2001,129.62,"M. stellata","botanical species"
"3745",3745,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2002-04-14,104,2002,140.8,"M. stellata","botanical species"
"3746",3746,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2003-04-09,99,2003,179.4,"M. stellata","botanical species"
"3747",3747,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2005-03-20,79,2005,160.02,"M. stellata","botanical species"
"3748",3748,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2006-04-05,95,2006,140.27,"M. stellata","botanical species"
"3749",3749,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2007-05-06,126,2007,287.23,"M. stellata","botanical species"
"3750",3750,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2008-05-04,125,2008,181.63,"M. stellata","botanical species"
"3751",3751,20,"C9","M. stellata","004191-0153-1972","First tepal drop",2009-05-06,126,2009,203.24,"M. stellata","botanical species"
"3752",3752,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1991-04-14,104,1991,125.57,"M. zenii (clone no. 1)","botanical species"
"3753",3753,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1992-03-25,85,1992,188.74,"M. zenii (clone no. 1)","botanical species"
"3754",3754,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1993-04-07,97,1993,126.85,"M. zenii (clone no. 1)","botanical species"
"3755",3755,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2004-03-30,90,2004,164.1,"M. zenii (clone no. 1)","botanical species"
"3756",3756,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1995-03-22,81,1995,128.74,"M. zenii (clone no. 1)","botanical species"
"3757",3757,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1996-03-27,87,1996,125.74,"M. zenii (clone no. 1)","botanical species"
"3758",3758,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1997-04-06,96,1997,109.64,"M. zenii (clone no. 1)","botanical species"
"3759",3759,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1998-03-22,81,1998,176.69,"M. zenii (clone no. 1)","botanical species"
"3760",3760,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",1999-04-04,94,1999,99.87,"M. zenii (clone no. 1)","botanical species"
"3761",3761,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2000-04-05,96,2000,114.87,"M. zenii (clone no. 1)","botanical species"
"3762",3762,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2001-04-04,94,2001,94.07,"M. zenii (clone no. 1)","botanical species"
"3763",3763,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2002-04-14,104,2002,140.8,"M. zenii (clone no. 1)","botanical species"
"3764",3764,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2003-03-23,82,2003,135.13,"M. zenii (clone no. 1)","botanical species"
"3765",3765,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2004-03-21,81,2004,120.31,"M. zenii (clone no. 1)","botanical species"
"3766",3766,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2005-03-09,68,2005,125.92,"M. zenii (clone no. 1)","botanical species"
"3767",3767,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2006-03-26,85,2006,103.14,"M. zenii (clone no. 1)","botanical species"
"3768",3768,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2007-03-21,80,2007,114.89,"M. zenii (clone no. 1)","botanical species"
"3769",3769,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2008-04-13,104,2008,113.36,"M. zenii (clone no. 1)","botanical species"
"3770",3770,71,"D3","M. zenii (clone no. 1)","024923-0083-1986","First tepal drop",2009-04-15,105,2009,81.86,"M. zenii (clone no. 1)","botanical species"
"3771",3771,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1991-05-29,149,1991,411.32,"M. denudata","'Forrest's Pink'"
"3772",3772,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1992-03-31,91,1992,211.99,"M. denudata","'Forrest's Pink'"
"3773",3773,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1993-05-09,129,1993,309.81,"M. denudata","'Forrest's Pink'"
"3774",3774,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2004-05-25,146,2004,577.14,"M. denudata","'Forrest's Pink'"
"3775",3775,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1995-05-21,141,1995,458.19,"M. denudata","'Forrest's Pink'"
"3776",3776,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1996-03-26,86,1996,121.14,"M. denudata","'Forrest's Pink'"
"3777",3777,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1997-05-25,145,1997,439.75,"M. denudata","'Forrest's Pink'"
"3778",3778,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",1998-06-10,161,1998,NA,"M. denudata","'Forrest's Pink'"
"3779",3779,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2001-06-10,161,2001,NA,"M. denudata","'Forrest's Pink'"
"3780",3780,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2002-06-02,153,2002,NA,"M. denudata","'Forrest's Pink'"
"3781",3781,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2003-06-11,162,2003,NA,"M. denudata","'Forrest's Pink'"
"3782",3782,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2004-05-06,127,2004,401.94,"M. denudata","'Forrest's Pink'"
"3783",3783,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2005-04-23,113,2005,276.4,"M. denudata","'Forrest's Pink'"
"3784",3784,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2006-05-21,141,2006,410.94,"M. denudata","'Forrest's Pink'"
"3785",3785,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2007-06-08,159,2007,NA,"M. denudata","'Forrest's Pink'"
"3786",3786,39,"D2","M. 'Forrest's Pink'","021436-0004-1982","Last tepal drop",2009-05-24,144,2009,329.08,"M. denudata","'Forrest's Pink'"
"3787",3787,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1992-04-11,102,1992,249.33,"M. biondii","botanical species"
"3788",3788,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1993-04-10,100,1993,140.14,"M. biondii","botanical species"
"3789",3789,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2004-04-06,97,2004,188.54,"M. biondii","botanical species"
"3790",3790,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1995-04-02,92,1995,158.37,"M. biondii","botanical species"
"3791",3791,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1996-04-14,105,1996,212.37,"M. biondii","botanical species"
"3792",3792,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1997-04-27,117,1997,214.02,"M. biondii","botanical species"
"3793",3793,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1998-04-12,102,1998,233.67,"M. biondii","botanical species"
"3794",3794,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",1999-04-27,117,1999,193.11,"M. biondii","botanical species"
"3795",3795,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2000-05-07,128,2000,271.57,"M. biondii","botanical species"
"3796",3796,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2001-04-29,119,2001,196.27,"M. biondii","botanical species"
"3797",3797,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2002-05-15,135,2002,271.61,"M. biondii","botanical species"
"3798",3798,40,"D2","M. biondii","024459-0330-1984","Last tepal drop",2003-04-16,106,2003,211.59,"M. biondii","botanical species"
"3799",3799,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1991-04-14,104,1991,125.57,"M. campbellii","botanical species"
"3800",3800,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1992-03-22,82,1992,179.05,"M. campbellii","botanical species"
"3801",3801,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1993-04-21,111,1993,196.78,"M. campbellii","botanical species"
"3802",3802,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2004-04-17,108,2004,259.34,"M. campbellii","botanical species"
"3803",3803,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1995-04-19,109,1995,214.95,"M. campbellii","botanical species"
"3804",3804,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1996-04-17,108,1996,232.81,"M. campbellii","botanical species"
"3805",3805,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1997-05-04,124,1997,249.91,"M. campbellii","botanical species"
"3806",3806,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",1999-04-21,111,1999,162.82,"M. campbellii","botanical species"
"3807",3807,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2009-04-26,116,2009,138.54,"M. campbellii","botanical species"
"3808",3808,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2001-04-22,112,2001,147.87,"M. campbellii","botanical species"
"3809",3809,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2002-05-05,125,2002,222.18,"M. campbellii","botanical species"
"3810",3810,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2003-05-04,124,2003,311.31,"M. campbellii","botanical species"
"3811",3811,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2004-04-18,109,2004,264.94,"M. campbellii","botanical species"
"3812",3812,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2005-04-07,97,2005,209.43,"M. campbellii","botanical species"
"3813",3813,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2006-04-26,116,2006,227.79,"M. campbellii","botanical species"
"3814",3814,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2007-04-22,112,2007,215.73,"M. campbellii","botanical species"
"3815",3815,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2008-05-25,146,2008,346.88,"M. campbellii","botanical species"
"3816",3816,44,"D5","M. campbellii","010878-0156-1974","Last tepal drop",2009-05-10,130,2009,226.28,"M. campbellii","botanical species"
"3817",3817,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1992-04-01,92,1992,217.38,"M. campbellii","'Ethel Hillier'"
"3818",3818,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1993-04-14,104,1993,154.13,"M. campbellii","'Ethel Hillier'"
"3819",3819,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2004-04-20,111,2004,277.64,"M. campbellii","'Ethel Hillier'"
"3820",3820,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1995-04-30,120,1995,288.1,"M. campbellii","'Ethel Hillier'"
"3821",3821,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1996-04-28,119,1996,284.2,"M. campbellii","'Ethel Hillier'"
"3822",3822,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1997-05-14,134,1997,340.1,"M. campbellii","'Ethel Hillier'"
"3823",3823,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1998-04-22,112,1998,281.22,"M. campbellii","'Ethel Hillier'"
"3824",3824,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",1999-04-27,117,1999,193.11,"M. campbellii","'Ethel Hillier'"
"3825",3825,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2000-05-10,131,2000,284.31,"M. campbellii","'Ethel Hillier'"
"3826",3826,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2001-05-02,122,2001,211.16,"M. campbellii","'Ethel Hillier'"
"3827",3827,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2002-05-05,125,2002,222.18,"M. campbellii","'Ethel Hillier'"
"3828",3828,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2004-04-18,109,2004,264.94,"M. campbellii","'Ethel Hillier'"
"3829",3829,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2005-04-13,103,2005,222.73,"M. campbellii","'Ethel Hillier'"
"3830",3830,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2006-04-23,113,2006,210.25,"M. campbellii","'Ethel Hillier'"
"3831",3831,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2007-04-18,108,2007,199.08,"M. campbellii","'Ethel Hillier'"
"3832",3832,29,"E9","M. campbellii 'Ethel Hillier'","022740-0055-1983","Last tepal drop",2008-05-25,146,2008,346.88,"M. campbellii","'Ethel Hillier'"
"3833",3833,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2000-04-23,114,2000,204.05,"M. campbellii","'Landicla'"
"3834",3834,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2001-04-22,112,2001,147.87,"M. campbellii","'Landicla'"
"3835",3835,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2002-05-01,121,2002,204.63,"M. campbellii","'Landicla'"
"3836",3836,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2003-04-20,110,2003,232.18,"M. campbellii","'Landicla'"
"3837",3837,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2004-04-11,102,2004,219.49,"M. campbellii","'Landicla'"
"3838",3838,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2005-03-27,86,2005,175.45,"M. campbellii","'Landicla'"
"3839",3839,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2006-04-23,113,2006,210.25,"M. campbellii","'Landicla'"
"3840",3840,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2007-05-06,126,2007,287.23,"M. campbellii","'Landicla'"
"3841",3841,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2008-05-07,128,2008,200.43,"M. campbellii","'Landicla'"
"3842",3842,58,"F8","M. campbellii 'Landicla'","021430-5235-1982","Last tepal drop",2009-05-13,133,2009,240.83,"M. campbellii","'Landicla'"
"3843",3843,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2000-04-19,110,2000,181.1,"M. campbellii (deep pink form)","botanical species"
"3844",3844,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2003-04-27,117,2003,264.18,"M. campbellii (deep pink form)","botanical species"
"3845",3845,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2004-04-11,102,2004,219.49,"M. campbellii (deep pink form)","botanical species"
"3846",3846,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2005-03-27,86,2005,175.45,"M. campbellii (deep pink form)","botanical species"
"3847",3847,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2006-04-23,113,2006,210.25,"M. campbellii (deep pink form)","botanical species"
"3848",3848,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2007-04-15,105,2007,190.63,"M. campbellii (deep pink form)","botanical species"
"3849",3849,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2008-05-04,125,2008,181.63,"M. campbellii (deep pink form)","botanical species"
"3850",3850,27,"E9","M. campbellii (deep pink form)","021425-0055-1984","Last tepal drop",2009-05-03,123,2009,184.79,"M. campbellii (deep pink form)","botanical species"
"3851",3851,28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1991-04-21,111,1991,165.21,"M. campbellii (F.C.C. form)","botanical species"
"3852",3852,28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1992-03-25,85,1992,188.74,"M. campbellii (F.C.C. form)","botanical species"
"3853",3853,28,"E9","M. campbellii (F.C.C. form)","022739-5255-1983","Last tepal drop",1993-04-21,111,1993,196.78,"M. campbellii (F.C.C. form)","botanical species"
